FID,tag,wodate,datedone,size,material,install_yr,location,comments,abandoned,globalid
181,wpbrk0228,09/23/91,09/20/91,6,unknown,unknown,1845 Bethel Ln (1655?), ,n,{65700F0F-B5AF-4B52-B4B5-29707B5C078D}
182,wpbrk0229,09/23/91,09/20/91,6,unknown,unknown,NE Corner Third and Hillsdale, ,n,{03B74C01-4B3E-4B5E-8974-564233F9B26F}
183,wpbrk0231,09/23/91,09/20/91,12,unknown,unknown,610 S Henderson, ,n,{CDE839E7-18AE-43F4-BA29-482EACF01A5A}
184,wpbrk0233,09/13/91,09/13/91,12,unknown,unknown,3920 Tapp Rd, ,n,{799081BD-E460-4329-9E6F-6BD3BEB62088}
185,wpbrk0234,08/23/91,08/23/91,6,unknown,unknown,COrner hickory Leaf aoHnd W Bloomfield Rd, ,n,{A3058581-A6EB-47CA-8558-644D3AB7CC5C}
186,wpbrk0235,08/21/91,08/26/91,12,DI,1985,300 N Smith Rd, ,n,{73E228B8-F492-454B-90C0-F3AD54D60FB6}
187,wpbrk0236,08/23/91,08/22/91,12,unknown,unknown,W SR 45 west of Bypass, ,n,{83D0F8E7-9E60-46A6-9D83-A081F57EA844}
188,wpbrk0237,08/20/91,08/31/91,6,CI-lead joint,1922,514 N Park (541?), ,n,{EF3CA3BE-163A-4120-B387-7C6B32A98E67}
189,wpbrk0239,08/17/91,08/17/91,6,unknown,unknown,416 Blue Ridge, ,n,{FA544C53-F186-4FA2-9595-5B01D53C2A9B}
190,wpbrk0240,08/01/91,08/01/91,8,CI,1968,3020 S Stafford Dr, ,n,{CD531567-0C6C-4FA9-807E-5D116719719B}
191,wpbrk0241,07/27/91,07/27/91,8,unknown,unknown,COrner 17th and Maple, ,n,{93AB6276-0C97-42A9-AB69-E5BF337E7377}
192,wpbrk0242,07/18/91,07/18/91,6,DI,1975,2507 S Banta, ,n,{6A8F2510-D261-4FE8-9B60-9C706A6CA586}
193,wpbrk0243,07/18/91,07/30/91,unk,unknown,unknown,2440 N Fritz Dr, ,n,{526F0334-5711-40E0-B234-D3E212AC64FD}
194,wpbrk0244,07/19/91,07/19/91,2,unknown,unknown,2845 Bloomfield, ,n,{6C218D30-B21D-4EBF-97F6-D17318EFCC40}
195,wpbrk0245,07/15/91,07/14/91,2,unknown,unknown,2845 Bloomfield Rd, ,n,{3FD2EB4D-D7A1-40F0-9C93-89D4A1820283}
196,wpbrk0247, , ,12,CI,1959, , ,n,{0101699F-4099-4414-979B-7415C3413519}
197,wpbrk0248,05/03/91,05/03/91,2,unknown,unknown,2845 W Bloomfiled, ,n,{444A6AA5-EC7D-4D81-84A0-4D659F5C3445}
198,wpbrk0250,03/04/91,03/04/91,unk,unknown,unknown,2630 S Rogers, ,n,{9CB5DB4A-EC93-4E1B-9C46-6193CAE694F7}
199,wpbrk0251,03/04/91,03/04/91,12,CI,1953,Corner College and EIghthi, ,n,{3E086504-8684-4F8B-B261-D8589A6BD68F}
200,wpbrk0252,02/04/91,02/03/91,8,CI,1968,Gourley Pk and Arlington Rd, ,y,{1B9B67F0-37D4-4557-890C-0E9DB7D43C8F}
201,wpbrk0253,01/17/91,01/17/91,unk,unknown,unknown,Arlington and SR 46, ,y,{E3C8D3B0-DE87-45F7-B092-84BAEEA93A3E}
202,wpbrk0254,01/24/91,01/23/91,6,unknown,unknown,211 E Grimes, ,n,{0D8397F1-A2CA-4003-B32E-0F15DA944AF9}
203,wpbrk0255,01/07/91,01/07/91,6,unknown,unknown,Corner Kerry and Hollywood, ,n,{86FCDC99-C5DB-4D91-B284-1C5A8BE4586A}
204,wpbrk0256,01/07/91,01/07/91,4,unknown,unknown,Corner Fritz and Saville, ,n,{2B4B5E8C-19C8-4F78-86CE-1EA983193509}
205,wpbrk0257,01/07/91,01/07/91,4,CI,1974,221 E Glendora Dr, ,n,{B3D65418-782D-487C-BCB4-1C2C77BC7852}
206,wpbrk0259,12/11/90,12/11/90,6,CI,1961,Marlin Elementary School 1655 Bethel Ln, ,n,{88825158-12AF-4E5E-BAEF-8C4A8DBF0A1A}
207,wpbrk0263,12/12/90,12/12/90,6,unknown,unknown,Corner Kinser and Stephens, ,n,{8A328D82-0943-40B8-AEE5-BD88177D9909}
208,wpbrk0264,12/05/90,12/05/90,unk,unknown,unknown,913 East Side Dr, ,n,{7A4A2B8A-2E0F-4CE9-9B73-ECA3AB23343E}
209,wpbrk0265,12/08/90,12/08/90,6,unknown,unknown,100 Block S Kimble, ,n,{A3039219-9D9E-4692-AF39-77FBD681AB44}
210,wpbrk0266,12/04/90,12/04/90,6,CI,1956,4004 Grand Av, ,n,{131CEAAD-F833-4294-9ADD-22D29853EE30}
211,wpbrk0267,12/05/90,12/10/90,unk,unknown,unknown,411 E Davis St, ,n,{037FB5EF-FC33-41C0-92BE-26721A5AB71B}
212,wpbrk0269,11/28/90,11/28/90,12,unknown,unknown,Oakdale Square, ,n,{97DEAE43-5227-4C5E-A054-1DA0543A73C0}
213,wpbrk0270,11/15/90,11/15/90,unk,unknown,unknown,Corner Moffat and Handy, ,n,{0321F686-B1D5-42EB-93A1-0773CA7E0686}
214,wpbrk0271,11/13/90,11/13/90,6,CI,1953,500 Pleasant Ridge Rd, ,n,{E6C57170-8A95-4A57-8DF7-BD1FDDF8AA54}
215,wpbrk0272,10/13/90,10/13/90,2,unknown,unknown,512 Lois Lane, ,n,{FA3A18EF-449D-47AB-976A-978C03194898}
216,wpbrk0273,09/27/90,09/27/90,6,unknown,unknown,6600 N Showers, ,n,{0FE29381-B737-4F37-A257-B01B7E0188FC}
217,wpbrk0274,09/28/90,09/28/90,12,unknown,unknown,235 W CHurch Lnh, ,n,{2CF9FA01-8598-4191-BA9A-92A9B4577A93}
218,wpbrk0275,09/21/90,09/20/90,2,unknown,unknown,2845 Bloomfield Rd, ,n,{31495B09-993D-4368-AAB3-8651D5E28664}
219,wpbrk0276,08/13/90,08/17/90,6,unknown,unknown,Corner Coolidge and Rogers, ,n,{F52857C8-C9C4-4BDB-B7DD-68D652EF5F88}
220,wpbrk0277,08/10/90,08/10/90,unk,unknown,unknown,736 E Third, ,n,{D5684662-43C4-40EA-BBF2-49D69C13FA41}
221,wpbrk0279,07/19/90,07/18/90,2,unknown,unknown,2700 Bloomfield Rd (?), ,n,{85709C52-547B-47D0-8251-ABB1FB5B7457}
222,wpbrk0280,07/20/90,07/27/90,6,CI,1965,5225 S College, ,n,{AEAB7DCF-7240-40D5-A2CD-79B5B725076C}
223,wpbrk0281,07/11/90,07/10/90,18,CI,1963,1800 N Kinser, ,n,{9799E56B-323C-478E-BF57-59C759391444}
224,wpbrk0283,06/25/90,07/17/90,6,CI,unknown,Corner Davis and Palmer, ,n,{AA4E465B-D3C8-4175-8485-184FAC6CD0BE}
225,wpbrk0284,06/12/90,06/12/90,unk,unknown,unknown,Pete Ellis Dr, ,n,{6D798ACD-0811-4E5A-B166-8678FEDF0D11}
226,wpbrk0285,06/13/90,06/13/90,6,CI,1972,3215 N Prow Rd, ,n,{790F6229-89A1-4D99-AF4E-CE28354CEEC0}
227,wpbrk0286,04/25/90,04/25/90,6,unknown,unknown,521 N Clover Tr, ,n,{E875A821-E702-4E0F-87CC-73BFF4A3857F}
228,wpbrk0287,03/26/90,03/26/90,6,unknown,unknown,Bethel Lane, ,n,{1BC7CF70-B423-45D0-9210-F9346597ECF1}
229,wpbrk0288,01/07/90,01/07/90,unk,CI-lead joint,unknown,COrner Fourth and Dunn, ,n,{0EE91F02-95F1-4EAC-AEAA-3EAD97EB7AC9}
230,wpbrk0289,12/22/89,12/20/89,4,CI,1959,1225 Collingswood Dr, ,n,{2BDBE318-3E4B-4C0F-830D-2CA9CA1C81D0}
231,wpbrk0293,12/26/89,12/24/89,6,unknown,unknown,Corner Seventh and Hillsdale Dr, ,n,{6A56120B-F748-4ACF-A37A-AB5EFA28461B}
232,wpbrk0295,12/22/89,12/27/89,2,unknown,unknown,5495 Old SR 37, ,n,{2DA0B43D-A84D-4EF1-BDEE-E3B1984A82AB}
233,wpbrk0296,12/29/89,01/02/90,6,CI,1965,4409 N Thistle Dr, ,n,{D8AE065F-0DE4-480B-8D31-9A8C9E7F9E53}
234,wpbrk0297,12/11/89,12/11/89,2,Galvanized,1968,3011 S Stratford Dr, ,n,{48C82C93-7280-4297-B180-AED375F5B30F}
235,wpbrk0298,12/12/89,12/12/89,4,DI,1977,1404 Sare Rd, ,n,{D41F394B-FC83-45DF-A449-49BE2AF873A0}
236,wpbrk0299,12/12/89,12/13/89,unk,unknown,unknown,Corner Allen and Dunn, ,n,{6CB97B75-6017-4EE2-8A25-1693E7577B2A}
237,wpbrk0300,12/14/89,12/27/89,6,CI,1957,102 S Clark, ,n,{0D9E90F1-6DB1-4CB1-9209-7685A6F39C90}
238,wpbrk0302,12/15/89,12/15/89,6,CI-lead joint,1922,814 W Sixth, ,n,{3AB24440-F562-4B7D-8546-F06351197049}
239,wpbrk0303, , ,6,CI-lead joint,1922, , ,n,{93C78331-27E9-4743-AD78-C463F56DA655}
240,wpbrk0305,12/17/89,12/17/89,8,CI-MJ,1955,Corner Arlington and Twentieth, ,y,{68903066-8F23-4B70-858A-6C884BE0B6FB}
241,wpbrk0306,12/18/89,12/18/89,4,CI,unknown,827-833 W Fourth, ,n,{D3EF56D8-9249-4B85-BF73-141B919849DE}
242,wpbrk0308,12/19/89,12/19/89,4,unknown,unknown,Corner Morton and Eleventh, ,n,{32AA511A-358D-4D06-ABB2-A0AEDC323CDE}
243,wpbrk0309,12/03/89,12/03/89,12,CI,1966,1700 S High, ,n,{4094C65A-3D7C-4F80-8458-7B16BC1E48D4}
244,wpbrk0310,12/10/89,12/10/89,12,CI-lead joint,1915,2900 Blk of Leonard Springs Rd, ,n,{8692DBD2-63BD-4995-9592-4CDBFF3EE8C0}
245,wpbrk0311,11/09/89,11/10/89,unk,unknown,unknown,200 E Matlock, ,n,{C70AD8E4-1F81-4CC7-A4CE-6C9967960AD9}
246,wpbrk0312,11/16/89,11/16/89,6,CI,1973,3123-3133 S Eden Dr, ,n,{1CE8D0CA-C530-4D9D-88FD-DDC05CD9E32D}
247,wpbrk0314,11/03/89,11/06/89,6,CI-lead joint,1922,Corner College and 15th, ,n,{05D6895F-F7D6-46EE-B0EB-75055B32BF11}
248,wpbrk0315,10/27/89,10/27/89,unk,unknown,unknown,218 Ridgeview, ,n,{A4DC85D2-7EC5-4B3F-A499-AC0B072E3656}
249,wpbrk0316,09/29/89,09/29/89,2,unknown,unknown,3135 e Braeside Dr, ,n,{C5F8913C-CC2B-4510-A3E8-3B7ECEA7438C}
250,wpbrk0317,09/05/89,09/05/89,2,unknown,unknown,Corner Bryan and Kendall, ,n,{6F2F0938-6C2B-4D09-8B92-DB0F8ACA2C02}
251,wpbrk0318,08/28/89,08/28/89,6,unknown,unknown,3712 Brownridge Rd, ,n,{9FC1B73C-F3F8-4809-AEBE-C2C29E93D7F3}
252,wpbrk0319,08/31/89,08/31/89,12,CI,1966,Corner Smith and Third, ,n,{E1EF4C08-9075-4138-B515-F94DE3A61AE6}
253,wpbrk0320,08/04/89,08/09/89,unk,unknown,unknown,314 E Sixtenthenth, ,n,{DD287A60-9075-4FE1-93CE-E6B603AAFF52}
254,wpbrk0323,08/07/89,08/09/89,6,CI,1960,649 S Walker, ,n,{D977B660-75D5-4E42-9EF9-C28ECF50C474}
255,wpbrk0324,07/12/89,07/12/89,12,CI,1966,Corner Third and Smith, ,n,{06F9F31E-59F8-4D4B-9C23-BDA690AE01C9}
256,wpbrk0325,07/14/89,07/18/89,unk,unknown,unknown,Seventeenth and Fee, ,n,{AD5183EB-A1CD-4566-8D72-AAAFA7909D20}
257,wpbrk0326,07/17/89,07/18/89,12,CI,1953,311 S Swain, ,n,{84242757-AAB6-41F2-B62F-80418371DC4E}
258,wpbrk0327,07/11/89,07/13/89,4,CI,1946,Behind 422 W Joy, ,n,{B1897B1E-7855-4CEE-9EF8-A8E1DD5696AF}
259,wpbrk0328,06/26/89,07/05/89,12,CI,1952,710 Maxwell, ,n,{7F7DC744-ADA4-41B5-A1BF-75FD99592A8E}
260,wpbrk0330,06/14/89,06/14/89,unk,unknown,unknown,Tenth and Bypass, ,n,{0C443EC3-D782-4976-A77A-530BDC4CD4B4}
261,wpbrk0331,05/01/89,05/01/89,6,unknown,unknown,Thirteenth and Rogers, ,n,{63CA9393-3E94-4922-96EC-CCD29D77FA08}
262,wpbrk0332,03/29/89,03/28/89,6,unknown,unknown,2427 E 2nd, ,n,{55C7841E-C0D9-46D1-B8C6-37E4033CE275}
263,wpbrk0333,03/03/89,03/03/89,6,CI,1961,4013 N Rural St, ,n,{91A87104-C7A9-434C-8E3E-680E9DDE65D0}
264,wpbrk0334,02/27/89,03/01/89,8,unknown,unknown,2204 Arlington, ,n,{4F74C59D-B872-4373-9063-2B90FBC08B24}
265,wpbrk0336,02/16/89,02/22/89,6,CI,1944,521 E Grimes Ln, ,n,{E60AF922-9E99-4993-A86C-11CAF81DF83F}
266,wpbrk0338,02/21/89,02/21/89,4,CI-lead joint,1925,408 E Twelfth St, ,n,{5784F6C9-4803-4F44-85B1-64B8E9B25D01}
267,wpbrk0339,02/13/89,02/13/89,unk,unknown,unknown,Corner S Rogers and Ralston  Dr, ,n,{A322305E-5D4C-416C-B125-45CEE57B9F59}
268,wpbrk0341, , ,unk,unknown,unknown, , ,n,{D8A5AD99-3DBD-431D-BB74-B7157FE067A2}
269,wpbrk0342,01/19/89,01/20/89,unk,unknown,unknown,Corner Bloomfield Rd and Adams, ,n,{3FA29407-4B07-4298-85BA-A6E1990CB274}
270,wpbrk0343,01/19/89,02/02/89,6,CI-lead joint,unknown,331 S Maple St, ,n,{7B0E83E6-876A-44ED-BBBC-D58F8593DFC9}
271,wpbrk0346,12/27/88,12/29/88,6,CI,1967,300 E Blue Ridge Dr, ,n,{1E9E5B26-FAF5-4CF6-930C-68D8CA0EA315}
272,wpbrk0347,12/27/88,12/27/88,unk,unknown,unknown,228 S Hillsdale Ct, ,n,{E3F0F5D9-742C-48A6-80DC-DC2CAAA3BCBC}
273,wpbrk0348,12/27/88,12/27/88,6,unknown,unknown,701 E Moody, ,n,{657D33A0-3496-4A48-8E08-E04655E31580}
274,wpbrk0349,12/20/88,12/20/88,2,unknown,unknown,2500 S Bryan, ,n,{D01CAFF0-ACAB-47E8-9B58-805656D6288B}
275,wpbrk0350,01/03/89,01/04/89,unk,unknown,unknown,Corner 2nd and Grant, ,n,{B2AF0E1F-9622-4215-93C5-E4239B7B7E8D}
276,wpbrk0351,01/03/89,01/06/89,8,CI-MJ,1955,1703 Arlington Rd, ,n,{6ACD5AC2-1699-47EB-9CBC-A5DB1C4262DE}
277,wpbrk0352,12/13/88,12/13/88,6,CI,1969,Between 3831 Rogers and 3830 Hays Dr, ,n,{2E4DC5BA-91CE-43B6-A5C6-81786D820B0D}
278,wpbrk0353,12/13/88,12/13/88,unk,CI,unknown,Alley by Woodlawn and Atwater, ,n,{8AD0B6DF-175E-4545-A759-379E23451EC3}
279,wpbrk0354,12/14/88,12/14/88,unk,unknown,unknown,NE corner Oolitic and Eleventh, ,n,{9EB99FC8-64CE-477F-89BD-1EF96573DD27}
280,wpbrk0355, , ,unk,unknown,unknown, , ,n,{32402595-C292-440A-B3A4-A7C68DB80403}
281,wpbrk0356,12/19/88,12/20/88,24,DI,1965,630 E Hillside Dr, ,n,{6576ACE4-C197-4069-A0BE-729B990B2A53}
282,wpbrk0357,12/19/88,12/20/88,unk,unknown,unknown,2101 W Vernal Pk, ,n,{23F79AF7-4AA3-4B05-9D62-DFC40F05EE55}
283,wpbrk0358,12/20/88,12/19/88,2,unknown,unknown,Corner Woodlawn and Hillside, ,n,{1B6ACBB3-5C1F-4A52-B02D-DAFFDD5E17C7}
284,wpbrk0359,12/21/88,12/21/88,6,unknown,unknown,N SR 37 Bypass, ,n,{F0DD612E-AD2A-4F08-9E3A-AD733A4D8196}
285,wpbrk0360,11/28/88,11/28/88,2,unknown,1995,11th and Woodlawn, ,n,{706D838E-2B7B-4C90-B410-90E5F6300221}
286,wpbrk0361,11/28/88,12/14/88,1,Galvanized,1954,613 Green Rd, ,n,{62A87619-127D-4A98-9B8C-C513E43CD8E3}
287,wpbrk0362,11/02/88,11/03/88,6,CI-lead joint,1922,Corner Park and Atwater, ,n,{2B30557C-021D-483C-8DB5-8C7DBC23EC15}
288,wpbrk0363,11/07/88,11/06/88,unk,unknown,unknown,SW corner Sheridan and Jordan, ,n,{F1E95F9C-3EFC-4E83-A4D4-FDBF3F060F22}
289,wpbrk0364,11/09/88,11/10/88,6,unknown,unknown,4590 Heritage Woods, ,n,{87660F9E-89DE-4DB9-8F05-7F2C923CDEFB}
290,wpbrk0365,11/14/88,11/11/88,6,unknown,unknown,514 N Plymouth, ,n,{A9C9E3AC-0155-443E-AA71-BCCD3CC9DC7B}
291,wpbrk0366,10/28/88,12/27/88,16,unknown,unknown,509 W Seventeenth, ,n,{9DD9E1CC-515F-46D0-8658-F4405C969805}
292,wpbrk0367,10/28/88,10/28/88,unk,unknown,unknown,Corner Rose Av and First St, ,n,{991E7C7D-1B31-40B9-8A96-F777A8EACD5B}
293,wpbrk0368,10/26/88,10/26/88,6,unknown,unknown,4220 W Grand Av, ,n,{7457D46E-15E7-402C-910F-4AA663569B65}
294,wpbrk0369,10/12/88,10/11/88,6,unknown,unknown,W Seventeenth near Maple, ,n,{E6D77044-AB73-48E8-8D39-29BE41011ED2}
295,wpbrk0370,10/12/88,10/12/88,6,DI,2013,"425 W Jed St (4""?)", ,n,{93C4FAB8-F123-407F-981C-BE209ED9016E}
296,wpbrk0372, , ,unk,unknown,unknown, , ,n,{E673D330-7B8D-449C-B569-BA8B07B4657E}
297,wpbrk0373,10/17/88,10/15/88,6,CI,1950,800 Eastside Dr, ,n,{E9C28EB9-566B-4535-A3EC-9B5972C54433}
298,wpbrk0374,10/17/88,10/15/88,unk,unknown,unknown,4503 E Stephens Dr, ,n,{E43E7E0B-23BB-473C-9476-E01FFC90CC6D}
299,wpbrk0375,10/06/88,10/06/88,4,CI,1974,211 Glendora, ,n,{0A39BE1F-D2F4-4A6E-B1AE-4ACDF0ACAB77}
300,wpbrk0376,10/10/88,10/10/88,unk,unknown,unknown,2512 E Eighth, ,n,{B08F7D70-1FED-45D5-A79A-AB8E71C961D7}
301,wpbrk0377,10/11/88,10/12/88,6,unknown,unknown,4406 E Deckard, ,n,{5873723B-147E-4158-B0AC-299A4CFCE9CF}
302,wpbrk0378,09/28/88,09/28/88,6,unknown,unknown,1405 Prairie, ,n,{91075E01-A535-46AB-8756-B90DAB440142}
303,wpbrk0379,09/13/88,09/10/88,2,unknown,unknown,Corner Walls and Rogers, ,n,{3ABF2018-FF60-40D7-8C39-DE10D2729CE9}
304,wpbrk0380,09/13/88,09/10/88,6,unknown,unknown,1108 E Southdown under edge of garage, ,n,{4592DBC5-439B-446D-94CF-BD7B4765F3DA}
305,wpbrk0381,09/07/88,10/20/88,unk,unknown,unknown,800 Block Walnut Grove, ,n,{2AA9F70F-9A7E-4C43-8C25-8D42B0C0A7FA}
306,wpbrk0382,09/07/88,09/15/88,2,Galvanized,unknown,Corner Fifteenth and Jackson, ,n,{94FDC932-302A-48B1-8E6D-39E45DAD3791}
307,wpbrk0383,09/12/88,09/12/88,6,unknown,unknown,Behind 5021 S Rogers, ,n,{AA6BE957-9ED5-4C25-A666-E79EE1BAF05B}
308,wpbrk0384,09/01/88,09/01/88,6,CI,1969,3620 Hays Dr, ,n,{42B1A22A-A75A-4FB4-9C6E-C691A11D3012}
309,wpbrk0385,08/26/88,08/30/88,2,unknown,unknown,705 Hillcrest Dr, ,n,{5D3903BB-5A6B-4DF5-801B-8CBC3F3CCAF7}
310,wpbrk0386,08/11/88,08/11/88,6,DI,1977,3035 W Ramble Rd, ,n,{F00493F0-C82A-4E01-A85D-796EE1726D74}
311,wpbrk0387,07/22/88,07/22/88,unk,unknown,unknown,1000 N Walnut, ,n,{E870F191-6144-49CA-BA60-7B8C4F8FCCF8}
312,wpbrk0391,07/07/88,07/20/88,20,unknown,unknown,Old 37 and Cascades, ,n,{664704D9-ED99-4EAC-947C-9CBF3DA59569}
313,wpbrk0392,07/11/88,07/11/88,6,unknown,unknown,3700 Blk Oak Leaf Dr, ,n,{D01B6779-4154-459F-8B66-F62FCCB90FCD}
314,wpbrk0393,06/17/88,06/17/88,2,unknown,unknown,301 Pete Ellis Dr, ,n,{FB440F9A-DC77-4DC5-A23E-8FDB5A881A72}
315,wpbrk0394,06/22/88,06/22/88,6,CI,1959,118 N Concord Rd, ,n,{A9570D69-AB71-4AD3-9592-5F2880E6587F}
316,wpbrk0395,06/03/88,06/28/88,6,CI,1961,606 E Cottage Grove, ,n,{6BB34A5F-B44F-46EA-A75E-037D39E926C2}
317,wpbrk0397,05/19/88,05/18/88,unk,unknown,unknown,2601 N Dunn, ,n,{B825BCBC-2740-4E18-9E90-204C7C62D201}
318,wpbrk0398,05/19/88,05/19/88,unk,unknown,unknown,Corner Highland and Southdowns, ,n,{EFEB6ACB-7E74-482C-B049-36CCD458DDDE}
319,wpbrk0399,05/11/88,05/11/88,12,CI,1952,300 Blk E Dodds St, ,n,{301CBC9A-A2C2-46FF-9B8A-B7C7187CF60A}
320,wpbrk0401, , ,6,CI,1969, , ,n,{F6773B08-22D4-41B4-BF5C-123E65A1D20C}
321,wpbrk0402,04/13/88,04/18/88,unk,unknown,unknown,SE Corner Adams and Bloomfield Rd, ,n,{5923CB28-B24C-4446-BDA2-3913278E9E8D}
322,wpbrk0403,04/19/88,04/19/88,6,CI-lead joint,1922,Corner Seventeenth and Fee Ln, ,n,{712F3FAF-C2F8-40D8-A59D-AB8214A58AB0}
323,wpbrk0404,04/19/88,04/27/88,6,CI,1971,N Old 37 and SR 37, ,n,{1875A236-E8E6-4D12-ACFA-CC2B5C8F6C78}
324,wpbrk0405,04/19/88,04/19/88,8,CI,1973,Corner Seventh and Madison, ,n,{D328D69F-F919-419A-BA6C-BDF35DE8185E}
325,wpbrk0407,04/21/88,04/20/88,unk,unknown,unknown,Corner Seventh and Union, ,n,{72AF1782-C9E7-4D03-9A9C-518DE29404D1}
326,wpbrk0408,03/30/88,04/12/88,unk,unknown,unknown,Behind 510 S Anta St, ,n,{04F2C201-9064-4A09-B011-73732E9ADF40}
327,wpbrk0409,03/30/88,04/06/88,4,CI,1970,Benham Lane at S Johnson Ave, ,n,{5EA0D185-89A8-48F5-A18D-5816F9FE6B74}
328,wpbrk0410,03/16/88,03/21/88,6,DI,1983,2354 Windingbrook Cl, ,n,{CF335555-8193-41D4-A5BF-E5BEA5FF537F}
329,wpbrk0411,03/17/88,03/17/88,12,CI,1957,Corner High and Woodstock Pl, ,n,{39323D7C-09A6-4B99-83F3-173489C341E7}
330,wpbrk0412,03/22/88,03/23/88,unk,unknown,unknown,1100 N Walnut, ,n,{0BF654D3-5019-4C55-9FB5-907DC8CCD49B}
331,wpbrk0413,03/10/88,03/14/88,6,CI,1960,902 W First, ,n,{0FB97644-B2BE-4DBB-874E-032D130E97CF}
332,wpbrk0414,03/10/88,03/29/88,unk,unknown,unknown,Corner Eighth and Lincoln, ,n,{BC8321C4-11FA-462A-A16B-DFA359225095}
333,wpbrk0415,03/01/88,03/08/88,unk,unknown,unknown,2450 S Curry at Bloomfield Rd, ,n,{2AE97D6E-DEF1-425D-B20C-7149CDEFB37E}
334,wpbrk0416,03/02/88,03/09/88,12,CI,1968,5124 Fairfax, ,n,{28C09CDE-7F09-4E93-A9B0-A606C634D45E}
335,wpbrk0418,02/10/88,02/10/88,6,CI,1962,4236 W Doyle Av, ,n,{3545C046-AFDD-4013-98D7-2041B85FFB23}
336,wpbrk0419,02/22/88,02/22/88,unk,unknown,unknown,Corner FIrst and iRose, ,n,{3AD11DFC-C9ED-45AF-8B80-319F26BB4F62}
337,wpbrk0420,02/01/88,01/30/88,6,unknown,unknown,3608 E Longview Av, ,n,{6F2151BB-37C7-4790-8383-EBEBAABAAD7F}
338,wpbrk0421,02/08/88,02/09/88,10,CI-lead joint,1910,210 S Maple, ,n,{264D1D81-0D87-4026-8957-3453FDBC837B}
339,wpbrk0422,02/08/88,02/08/88,unk,CI,unknown,309 E Third,Material is CI or CI-lead joint,n,{B841BD3C-6938-409E-9DEE-9DA09E6CC8AE}
340,wpbrk0423,02/09/88,06/10/88,2,unknown,unknown,17th and College, ,n,{6146481C-F822-4B7D-8C65-C924421728BF}
341,wpbrk0424,01/21/88,01/22/88,unk,unknown,unknown,Corner Atwater and Clifton, ,n,{1B3FA476-5DFD-484E-AAA3-4D080164CEA1}
342,wpbrk0425,01/25/88,01/25/88,unk,unknown,unknown,2300 N Walnut at Matlock, ,n,{1045C767-43B6-4BBD-8063-73EFA5A49C45}
343,wpbrk0426,01/27/88,01/27/88,2,unknown,unknown,Oakdale Square, ,n,{70A3C4B3-6E8A-4966-84BE-9284F5BAD387}
344,wpbrk0427,01/14/88,01/14/88,2,unknown,1969,300 Blk E Twentieth, ,n,{4517C66F-B37E-4A60-9FE6-EA265836504C}
345,wpbrk0428,01/15/88,01/14/88,6,CI-lead joint,1926,406 S Jordan, ,n,{ECEC0F06-72C4-4CF5-BCC3-F120F2394FA5}
346,wpbrk0429,01/20/88,01/21/88,unk,unknown,unknown,Corner Woodstock and High, ,n,{99C4F74D-4DA7-4E45-A5CC-20837BE5044A}
347,wpbrk0430,12/23/87,12/23/87,6,CI,1966,3411 Stafford, ,n,{3D5B887E-D8A6-4F18-9C56-70E6FC0C926E}
348,wpbrk0431,12/20/87,12/20/87,2,unknown,unknown,Corner Walnut Pike and Hillcrest (Crestline), ,n,{62495B01-C19D-407E-BBAB-6A86D697D4BE}
349,wpbrk0432,01/04/88,01/04/88,unk,unknown,unknown,Corner Second and Mitchell, ,n,{50CA95E8-4118-49F2-A7B5-B5B4F35023E2}
350,wpbrk0433,01/04/88,01/08/88,12,CI,1958,420 Church Ln, ,n,{F2BDFA3D-57B8-4966-BD37-80F977E54FFD}
351,wpbrk0434,01/04/88,01/04/88,6,CI,1959,420 Blue Ridge Dr, ,n,{08FBCE44-073D-459A-9F3A-9807EC8ACF9B}
352,wpbrk0435,01/05/88,01/06/88,6,CI,1959,426 Blue Ridge Dr, ,n,{50B71CF4-5E79-4737-B507-E1C1979B4330}
353,wpbrk0437,01/07/88,01/07/88,6,CI,1969,3631 Hays Dr, ,n,{580ADB44-D34D-4918-B0BE-932F25FDAFB7}
354,wpbrk0438,01/07/88,01/08/88,18,CI,1965,305 W Fourteenth at Woodburn Av, ,n,{90484E28-390E-42FA-9899-A8355F2911D4}
355,wpbrk0439,12/15/87,12/15/87,2,unknown,unknown,Monroe Plant on S Shields Ridge Rd, ,n,{F8C470A0-41BA-46AB-A14B-B4F3396BF106}
356,wpbrk0440, ,q,6,CI,1962,1/2 Block NE of Third and Park Ridge, ,n,{B9366C0F-910E-49E4-8C60-B0BC89928A8F}
357,wpbrk0441,11/17/87,11/15/87,4,CI,1974,2500 Block N Fritz, ,n,{7BC370B1-8AF6-414E-BA2D-3A25E6E6A36F}
358,wpbrk0442,11/17/87,11/18/87,2,unknown,unknown,1504 N Woodburn, ,n,{A113E5CA-A5CA-46AB-9485-4F4AECA9FB2A}
359,wpbrk0443,11/13/87,11/16/87,6,unknown,unknown,327 Rusgan Dr, ,n,{9B49F1B8-4C45-44A2-88E2-AB0E38BE2C8A}
360,wpbrk0444,11/13/87,11/13/87,6,CI,1961,Corner Park and Cottage Grove, ,n,{C1E2DA3C-709E-4765-8792-EF0E46558BF3}
361,wpbrk0445,11/16/87,11/20/87,2,unknown,unknown,1965 S Henderson, ,n,{A59867AB-D53C-46B4-B6DD-BA626889FD9E}
