FID,tag,pipe_tag,pipe_year,date_repor,time_repor,reported_b,date_repai,time_start,time_compl,temperatur,address,pressure_z,direction_,surface_ab,traffic,pressure_c,chl_res_1_,pressure_1,chl_res_11,tallest_bu,special_se,size_of_ma,outside_di,depth_of_p,pipe_mater,type_of_jo,other_line,existing_b,descriptio,damaged_pa,deteriorat,type_of_fa,prev_leaks,number_of_,cause_of_b,remarks,repaired_o,method_of_,repairs_ma,comments,pres_ch_3_,chl_res_3_,pres_ch_31,chl_res_31,solution_s,trench_pum,pump_size_,line_flush,both_direc,abandoned,globalid
58,59,n4215,0,2014-01-27,1245,CBU Staff,2014-01-27,1100,1230,Below Freezing (<30°F),1455 S Stone Dr,West,N to S,Lawn,Light,0,0,0,0,2,No,2,2.95,67,Cast Iron,Push-on/Slip,None,Native Soils,Water Main,Pipe Barrel,Both,Circumferential,No,0,"Ground Movement, Beam Break", ,Repaired, ,Yes, ,0,0,0,0,No,Yes,2,No, ,n,{B0C546F5-CFA1-43C5-A1F6-A8C699E18E5C}
59,60,l44114,1962,2014-01-29,1345,Customer,2014-01-29,845,1050,Below Freezing (<30°F),524 S Village Dr,West,Loop,Lawn,Light,64,1.84,65,1.86,1,Yes,6,0,60,Cast Iron,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel,Both,Circumferential,No,0,Ground Movement, ,Repaired, ,Yes, ,64,1.91,64,1.9,No,Yes,2,No, ,n,{D5981DBC-A3EC-4515-9535-C3205C03408B}
60,61,u4621,1957,2014-01-20,1445,Customer,2014-01-20,950,1100,Cold (40°F-55°F),532 Kerry Dr, ,Loop, , ,52,1.42,46,1.41,1,Yes,6,0,48,Cast Iron,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel,Both,Circumferential,Yes,0,Ground Movement, ,Repaired, ,Yes, ,52,1.45,46,1.41,No,Yes,2,No, ,n,{245B5C93-51BE-48F9-AD20-B3044178E1EE}
61,62,wp12455,1927,2014-01-24,1545,Customer,2014-01-26,1215,1315,Freezing (30°F-39°F),715 S Fess, ,Loop,Paved,Light,64,1.76,64,1.74,2,Yes,6,0,64,CI-lead joint,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel,Both,Circumferential,Yes,0,Ground Movement, ,Repaired, ,Yes, ,65,1.76,64,1.76,No,Yes,2,No, ,n,{6C2CA78D-4CED-415C-B28E-794DDC6C3C11}
62,63,wp6769,1997,2014-01-30,1645,Citizen,2014-01-31,830,1245,Below Freezing (<30°F),3919 S Cramer Cir,Central,Loop,Lawn,Light,86,2.2,84,0.31,2,No,8,9.05,57,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main, , ,Corporation,No,0,"Ground Movement, Corporation Leaking", ,Replaced, ,No,Shut down 1 1/2 Corpand tap saddle replaced,86,1.62,86,1.69,Yes,Yes,2,Yes,Yes,n,{0BC311FD-0B0F-4E9E-9142-ADAA07D92C79}
63,64,wp3440,1959,2014-01-31,1745,Customer,2014-02-03,800,1145,Below Freezing (<30°F),1613 S Cliffton Ave,Central,Loop,Lawn,Light,62,1.18,61,1.15,1,No,2,0,40,Cast Iron,Not Uncovered,None, ,Water Main,Pipe Barrel,Both, ,Yes,0,Defect in Pipe, ,Repaired, ,Yes, ,62,1.19,61,1.18, , , , , ,y,{61A5E545-527D-4021-B3E5-80B68FFA6A4B}
64,65,wp5422,1996,2014-02-14,1845,Home Owner,2014-02-14,1800,2300,Below Freezing (<30°F),4510 S Orchad Ln,South,N to S,Ditch,Medium,66,1.41,66,0,1,No,2,0,36,Ductile Iron,Cement,None,Native Soils,Water Main,Fitting Failed, , ,No,0,Temperature Changes, ,Repaired, ,No, ,0,1.41,0,1.41,No,Yes,2,Yes,No,n,{E25553DE-AF68-4474-BC60-C3D110445684}
65,66,wp5973,1997,2014-02-01,1945,BPD,2014-02-01,1230,1900,Freezing (30°F-39°F),3501 N Dunn St / Griffy Plant,Central,S to N, ,None,0,1.44,0,0,2,Yes,12,0,0,Ductile Iron, , ,Inside Building, ,Pipe Barrel, ,Longitudinal Split,Yes,0,Temperature Changes,Freeze,Repaired, ,No, ,0,0,68,0,No,Yes,2,No,No,n,{A6AA68F3-0730-4F81-BD03-560E8BD56DFB}
66,67,wp5627,1997,2014-02-08,2045,Steve Swafford,2014-02-08,1600,1730,Below Freezing (<30°F),Dunn & Old St Rd 37,Central,S to N,Vacant Lot,Medium,68,0,0,0,2,No,6,6.9,46,Ductile Iron, , ,Gravel/Sand,Water Main,Pipe Barrel, ,Circumferential,No,0,Ground Movement, ,Repaired, ,No, ,70,1.52,0,0,No,Yes,two 2,No,No,n,{10860F46-F247-4DF1-9383-54101AC42D81}
67,68,r4598,1922,2014-02-10,2145, ,2014-02-10,930,1230,Below Freezing (<30°F),E 3rd & Faculty,Central,Loop,Paved,Heavy,52,1.75,58,1.99,0, ,6,6.9,39,CI-lead joint,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel,Outside,Circumferential,No,0,Improper Bedding, ,Repaired, ,Yes, ,54,1.75,58,1.99, , , ,No,No,n,{0EFF89E2-3BA0-4E97-A917-C6CDA293CB38}
68,69,wp9825,1954,2014-02-11,2245,Citizen,2014-02-11,1000,1130,Below Freezing (<30°F),1222 N Maple St,Central,Loop,Paved,Medium,44,1.86,55,1.81,2,No,8,9.05,45,Cast Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Both,Circumferential,Yes,0,Ground Movement, ,Repaired, ,Yes,"Closed valve coming off 16""""; main pressure did not change",48,1.77,56,1.83,No,Yes,2,No,No,n,{F1B49FC5-5E8E-4F70-9A6A-C738F45E756E}
69,70,q45226,1890,2014-02-15,2345,Street Dept,2014-02-16,2330,630,Below Freezing (<30°F),101 N College,Central,S to N,Paved,Heavy,80,2.2,84,2.2,3,No,8,0,40,CI-lead joint,Not Uncovered,Electric,Native Soils,Water Main,Pipe Barrel,Outside,Circumferential,No,0,Ground Movement, ,Repaired, ,No,Turned valve 45100 left 38psi on the main,38,2.2,38,2.2,No,Yes,4 and 2,No,No,n,{C70C6902-D1AA-480E-A3E5-F7291AD75776}
70,71,s4140,1970,2014-02-22,45,Control,2014-02-22,738,1200,Cold (40°F-55°F),1925 S Wilton,Central,Loop,Lawn,Light,72,1.64,0,0,2, ,6,0,58,Cast Iron, ,None,Native Soils,Water Main,Pipe Barrel, ,Circumferential,No,0,Beam Break, ,Repaired, ,No,Throttled down 24 psi,72,1.6,0,0,No,Yes,2,No, ,n,{1B0C9EB6-F65D-4D37-933F-BC09014D58DC}
71,72,wp21047,1957,2014-02-23,145,Control,2014-02-23,700,1700,Freezing (30°F-39°F),101 N Roosevelt,Central,Loop,Paved,Light,0,0,0,0,1,No,6,0,0,Transite, , ,Native Soils,Water Main,Pipe Barrel, ,Corporation,No,0,Broken Around Tap, ,Replaced, ,No,Shut down completely,44,1.86,46,1.1,No,Yes,4,Yes,No,n,{A7838F08-A877-49C7-BBD0-FCB16C1D080D}
72,73,p579,1971,2014-03-11,245,Mark Schmitter,2014-03-11,1000,1400,Mild (55°F-70°F),W of Business 37,Central,S to N,Vacant Lot, ,0,0,0,0,2,Yes,6,6.9,84,Cast Iron,Push-on/Slip,None,Native Soils,Water Main,Pipe Barrel, ,Blow Hole,Yes,1, ,"6"""" x 4"""" hole in pipe",Replaced, ,No, ,88,1.74,154,0.85,Yes,Yes,2,Yes,Yes,n,{94FA3E1C-79AD-405D-8956-600CBA04FD26}
73,74,wp22212,1986,2014-04-05,345,Control,2014-04-05,1030,1945,Cold (40°F-55°F),2207 S Yost,West,S to N,Paved,Light,75,1.8,0,0,1,No,6,6.9,80,Ductile Iron,Push-on/Slip,Storm,Native Soils,Water Main,Pipe Barrel,Outside,Blow Hole,No,0, ,Deterioration,Repaired, ,No,Throttled down to 30 psi,78,1.7,0,0,No,Yes,4,No, ,n,{FAD8587B-85DA-47E7-967E-8BCCB85EE0F5}
74,75,wp734,1993,2014-04-19,445, ,2014-04-19,730,1600,Mild (55°F-70°F),3013 E Daniel St,Central,Loop,Paved,Light,76,2.2,78,2.2,2,Yes,8,0,84,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Defect in Pipe, ,Repaired, ,No, ,82,2.2,82,2.2,No,Yes,4 and 2,Yes,No,n,{0203DFB8-7494-43FB-95B0-72D34C7FCEFE}
75,76,wp734,1993,2014-04-29,0, ,2014-04-29,0,0,Mild (55°F-70°F),3013 E Daniel St,Central,Loop,Paved,Light,0,0,0,0,0, ,8,0,96,Ductile Iron, ,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,3,Defect in Pipe, ,Replaced, ,No,Scheduled shutdown to replace a bad section of pipe under 3013 E Daniel St driveway,0,0,0,0,Yes,Yes, ,Yes, ,n,{EC26695A-2F93-4E6C-9E42-FEEFD37DC5DD}
76,77,wp29717,1961,2014-05-07,730, ,2014-05-07,930,1800,Mild (55°F-70°F),Park View / Windcrest,Central,Loop,Paved,Light,68,1.87,70,1.85,2, ,12,13.22,50,Cast Iron, ,Gas,Gravel/Sand,Water Main,Pipe Barrel,Outside,Longitudinal Split,Yes,0,Improper Bedding, ,Replaced, ,No,Cotin 22' of pipe,70,1.8,72,1.75,Yes,Yes,4 and 2,Yes,No,n,{23330A9D-888B-448C-B1B4-5319FC82C61D}
77,78,q491,1967,2014-05-14,0, ,2014-05-14,1045,2030,Cold (40°F-55°F),Parking Lot NW of IU Football Stadium,Central,E to W,Gravel,None,0,0,0,0,0,Yes,24,25.8,48,Ductile Iron, ,None,Gravel/Sand,Transmission Line,Flang nut/bolt/tie rod, , ,Yes,0, ,See Notes,Replaced, ,No,Main was shut down,66,1.45,0,0,Yes,Yes,4,Yes,No,n,{9D6F8DB9-245B-47F4-BCC3-0F83456FBA13}
78,79,s40105,1968,2014-05-21,1620,BPD,2014-05-21,1715,0,Mild (55°F-70°F),1719 E Winslow Rd,Central,E to W,Paved,Light,0,0,0,0,2,No,8,9.05,48,Cast Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel, ,Blow Hole,Yes,1, , ,Replaced, ,No,Shut down,75,0,75,0,Yes,Yes,2,Yes,No,n,{20068FCA-58AF-4336-838F-3CBFE5E27159}
79,80,wp27310,2012,2014-06-17,930,Control,2014-06-17,1030,1130,Hot (>70°F),847 W Baywood,Central,E to W,Lawn,None,82,1.8,0,0,2, ,1.5,0,36,Ductile Iron, ,None,Gravel/Sand,Service Lateral,Other, , ,No,0, ,Spicer,Repaired, ,No, ,85,1.82,0,0,No,Yes,2,Yes,No,n,{A112A4A3-6A50-4ED9-8147-EAC5CB33C7CD}
80,81,n4315,1987,2014-07-06,2000, ,2014-07-07,800,1530,Hot (>70°F),1100 S Weimer,West,Loop,Paved,Medium,82,1.79,0,0,2, ,12,13.2,61,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Defect in Pipe, ,Replaced, ,No, ,96,1.81,0,0,Yes,Yes,2,Yes,No,n,{AD9EB3AE-6460-4C6E-87FD-F82975D27BCD}
81,82,wp5829,1997,2014-07-15,830, ,2014-07-15,1030,1430,Hot (>70°F),3170 Covenanter,Central,Loop,Lawn,None,84,1.82,0,0,2, ,6,6.9,61,Ductile Iron, ,Electric and Gas,Gravel/Sand,Water Main,Pipe Barrel, ,Blow Hole,No,0,Defect in Pipe, ,Repaired, ,No, ,92,1.82,0,0,No,Yes,2,Yes,No,n,{CBED6ABF-A3D2-4091-A531-F7F02E8F4551}
82,83,wp680,1994,2014-07-18,1630, ,2014-07-18,1830,2100,Hot (>70°F),3301 S Tulip,Central,Loop,Paved,Medium,79,1.89,78,1.87,2, ,8,9.05,50,Ductile Iron,Not Uncovered,Gas, ,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Defect in Pipe, ,Repaired, ,No, ,88,1.9,88,1.95,No,Yes,2,Yes,No,n,{68AF0C30-051E-4CFC-A0D5-F4F261541E62}
83,84,s4398,1987,2014-07-24,0, ,2014-07-24,1000,1100,Hot (>70°F),1809 E Longwood Ct, ,S to N,Lawn,Light,52,2.2,0,0,2,Yes,2,0,36,SDR-21 PR200,Not Uncovered,None,Native Soils,Transmission Line,Flush Hydrant,Inside, ,No,0, ,Seat in Hydrant Leaking,Replaced, ,No,Shut Down,52,2.2,0,0,Yes,No, ,Yes,No,n,{7B109AEF-317F-43B9-8CF5-94702BAFB07A}
84,85,r39126,1978,2014-07-25,1000, ,2014-07-28,800,1300,Hot (>70°F),1189 Buckingham East,Central,E to W,Lawn,None,82,2.2,0,0,1, ,6,6.9,39,Ductile Iron,Not Uncovered,None,Gravel/Sand,Water Main,Corporation, ,Corporation,No,0,Corporation Leaking, ,Replaced, ,No,Replace corp.,82,2.1,0,0,No,Yes,2,Yes,No,n,{A1AF21F8-5F53-4EE2-A169-A1C74C132061}
85,86,l3895,1988,2014-08-11,1230,Citizen,2014-08-11,1330,1600,Hot (>70°F),3839 W Woodmere Way,West,Loop,Lawn,Medium,63,1.56,68,1.8,2,No,6,6.9,51,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,Yes,0,Defect in Pipe, ,Repaired, ,No,Maintained 25 psi,79,1.76,75,1.45,No,Yes,4,No,No,n,{E53157BF-3E59-4180-A043-0D6030899F48}
86,87,s3921,1987,2014-08-17,700,Customer,2014-08-17,730,1500,Mild (55°F-70°F),2324 E Linden Hill Dr,Central,Loop,Paved,Light,0,0,0,0,2,No,6,6.9,48,Ductile Iron,Push-on/Slip,"Electric, Gas, Cable",Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Defect in Pipe, , , ,No, ,80,1.84,75,1.64, ,Yes,2,Yes,No,y,{4B990206-7642-43F8-8C3B-3262E44A6A4E}
87,88,o483,1955,2014-08-24,1030, ,2014-08-24,1115,1315,Hot (>70°F),17th & Monroe,Central,S to N,Paved,Light,27,0,0,0,2,No,8,9.5,54,Ductile Iron, ,Sewer and Electric,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,No,0, ,Changed repair date from 2016 to 2014 to match report date.,Repaired, ,No,Discrepancy between report date (2014) and repair date (2016). Changed repair date to 2014 to match report date.,35,0,0,0,No,Yes,4 and 2,No,No,y,{93554CA2-8DCA-4D79-9C06-75CFF5BBA5CD}
88,89,o483,1955,2014-08-25,730, ,2014-08-25,800,1800,Hot (>70°F),1210 W Arlington Rd,Central,N to S,Paved,Medium,35,1.72,38,1.7,2, ,8,9.05,56,Cast Iron,Mechanical Joint,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Defect in Pipe, ,Repaired, ,No, ,62,1.7,65,1.7,No,Yes,4,Yes,No,y,{5E74E848-ECE3-41A7-ABBA-917CC2C33243}
89,90,o4843,1955,2014-08-25,730, ,2014-08-25,800,1800,Hot (>70°F),1614 W Arlington Rd,Central,N to S,Paved,Medium,35,1.72,38,1.7,2, ,8,9.05,56,CI MJ,Mechanical Joint,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Defect in Pipe, ,Repaired, ,No, ,62,1.7,65,1.7,No,Yes,4,Yes,No,y,{B965D2C3-74C1-4205-840F-AF0AE8DB83FA}
90,91,o4843,1955,2014-08-25,730, ,2014-08-25,800,1800,Hot (>70°F),1620 W Arlington Rd,Central,N to S,Paved,Medium,35,1.72,38,1.7,2, ,8,9.05,56,CI MJ,Mechanical Joint,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Defect in Pipe, ,Repaired, ,No, ,62,1.7,65,1.7,No,Yes,4,Yes,No,y,{7D323EE3-DF9B-447F-BDAA-C0416DB4C984}
91,92,wp23639,2008,2014-08-25,1038, ,2014-08-25,1100,1630,Hot (>70°F),Grant & Smith,Central,S to N,Paved, ,0,0,0,0,0, ,6,6.91,48,Ductile Iron,Lead,Live Water,Native Soils,Water Main,Pipe Barrel, ,Circumferential,No,0,Ground Movement, ,Repaired, ,No, ,0,0,0,0,Yes,No, ,No, ,n,{A3ACDC77-1A3F-4F0A-A0A6-73765161EA20}
92,93,p44123,1910,2014-09-08,1030, ,2014-09-08,1230,1500,Hot (>70°F),635 S Rogers,Central,N to S,Paved,Heavy,79,1.02,0,0,0, ,6,6.9,50,CI-lead joint, ,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,No,0, , ,Repaired, ,No, ,83,1.2,0,0,No,Yes,4,Yes, ,n,{80764620-5443-4389-8224-922530CC6D6D}
93,94,wp13585,1965,2014-09-08,1800,Citizen,2014-09-09,1000,1100,Mild (55°F-70°F),2820 S Brookside Dr,Central,Loop,Paved,Medium,86,0.34,100,1.54,2,No,6,6.9,36,Cast Iron,Push-on/Slip,None,Native Soils,Water Main,Pipe Barrel,Outside,Circumferential,Yes,0,Ground Movement, ,Repaired, ,Yes, ,88,0.45,100,1.55,No,Yes,4,No,No,n,{CAE9102A-53D3-4B58-9652-11C029FF94E4}
94,95,wp16673,2004,2014-09-09,730, ,2014-09-09,930,1230,Hot (>70°F),3772 E Cobble Creek Dr,Central,Loop,Ditch, ,82,2.2,82,2.2,2, ,0,0,0,Ductile Iron, ,None,Gravel/Sand,Service Lateral,Other, ,Corporation,No,0,Corporation Leaking, ,Replaced, ,No, ,82,2.2,82,2.2,No,Yes,2,Yes,No,n,{C5D8706E-4FF9-46CA-8932-7C364F83431B}
95,96,o4843,1955,2014-09-22,1200, ,2014-09-22,1200,1530, ,1620 W Arlington Rd,Central, ,Paved,Light,82,1.48,80,1.5,2, ,8,9.05,54,CI MJ,Mechanical Joint,None,Gravel/Sand,Service Lateral,Other, , ,Yes,0, ,Hit Oising it up to Killout?,Repaired, ,No, ,82,1.5,82,1.52,No,Yes,4,Yes,No,y,{7273B269-B984-47C8-B8C8-061753145675}
96,97,t4570,1953,2014-10-24,910,Street Dept,2014-10-24,1000,1900,Mild (55°F-70°F),2614 E 3rd St, ,E to W,Paved,Heavy,0,0,0,0,2, ,12,0,72,Cast Iron,Push-on/Slip,Cable,Gravel/Sand,Water Main,Pipe Barrel, ,Longitudinal Split,No,0,"Ground Movement, Object On/Under Pipe", ,Repaired, ,No, ,0,1.57,0,1.57,Yes,Yes,2,Yes,No,n,{69BE2FEC-0E70-458E-8E27-865D1FD867F3}
97,98,wp3999,1996,2014-10-02,1030,Chris Williams,2014-10-02,1130,1400,Hot (>70°F),S Rockport Rd & Graham,Central,Loop,Paved, ,68,1.3,0,0,1,Yes,6,6.9,84,Ductile Iron,Push-on/Slip, ,Gravel/Sand,Water Main,Pipe Barrel,Both,Circumferential,No,0,Ground Movement, ,Repaired, ,No,Turned off,69,1.31,0,0,No,No, ,Yes,No,n,{B97D077A-B7B3-4851-A4C7-FAD7AD279463}
98,99,wp7398,1957,2014-11-09,1232,BPD,2014-11-09,1430,1730,Mild (55°F-70°F),Intersection of High & E Marilyn Dr,Central,S to N,Vacant Lot,Medium,0,0,62,1.48,2,No,12,13.2,42,Cast Iron,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel, ,Circumferential,No,0, , ,Repaired, ,Yes,62 psi,0,0,0,0,No,Yes,4,No,No,n,{ECF78CF8-7E1A-4142-B33B-B367A5A61A59}
99,100,t43157,1977,2014-11-13,1200,Home Owner,2014-11-13,1330,1515,Freezing (30°F-39°F),1416 S Sare Rd,Central,S to N,Paved,Light,82,2.05,74,1.57,2,Yes,4,0,0,Ductile Iron,Push-on/Slip,None,Native Soils,Water Main,Pipe Barrel,Both,Longitudinal Split,No,0,Ground Movement, ,Repaired, ,No,Shut down,82,1.65,76,2.05,No,Yes,2,No, ,n,{B999AD79-FECA-421A-AD5F-73EB4EE3AA6B}
100,101,v47101,1976,2014-11-24,0, ,2014-11-24,1030,0,Cold (40°F-55°F),4222 Hector Dr, ,Loop,Lawn,Light,78,1.15,78,1.11,2,Yes,6,6.9,48,CI or DI, ,None,Native Soils,Water Main,Pipe Barrel,Outside,Circumferential,No,0,Ground Movement, ,Repaired, ,Yes, ,0,0,0,0,No,Yes,2,No, ,y,{795522D7-92A9-479E-B348-F757532A47D1}
101,102,r542,1965,2014-11-19,400, ,2014-11-19,730,1100,Below Freezing (<30°F),4403 N Old State Rd 37,Central,S to N,Paved,Light,5,1.1,65,1.5,2,Yes,6,6.9,46,Cast Iron,Not Uncovered,Live Water,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,"Ground Movement, Temperature Changes", ,Repaired, ,Yes, ,70,1.1,75,1.5,No,Yes,4,Yes,No,n,{08607C2C-9D95-4987-8A54-3F0FEF18FF13}
102,103,r4727,196,2014-12-04,930, ,2014-12-04,1030,1300,Freezing (30°F-39°F),767 N Forrest,Central,Loop,Paved,Medium,55,1.9,0,0,3, ,4,4.8,42,Cast Iron,Not Uncovered, ,Gravel/Sand,Water Main,Pipe Barrel,Outside,Circumferential,No,0,Ground Movement, , , ,No, ,60,1.8,0,0,No,Yes,4,Yes, ,n,{9FC3B919-7019-4578-AED5-8429D9824EE1}
103,104,v4758,1957,2014-12-06,1000,Neighbor,2014-12-06,1130,1530,Cold (40°F-55°F),4406 E Deckard,Central,S to N,Lawn, ,70,1.66,70,1.78,1,No,6,6,42,Cast Iron,Not Uncovered, ,Native Soils,Water Main,Pipe Barrel, ,Circumferential,No,0,Improper Bedding, ,Repaired, ,Yes, ,70,1.66,70,1.78, ,Yes,3,No,No,y,{E86006E4-42B5-425F-A4BF-FD39A1901AEA}
104,105,wp31748,1951,2014-12-09,0,Scheduled,2014-12-09,815,1200,Freezing (30°F-39°F),N Old State Rd 37 & Dunn St,Central,S to N,Lawn,Medium,0,0,0,0,2,No,20,21.6,48,Cast Iron, ,None,Gravel/Sand, , , , ,No,0, , , , ,No,Scheduled shutdown,0,0,0,0,Yes,Yes, , , ,n,{35498383-2BC1-49D5-8427-D15BDA44F9C7}
105,106,v47109,1976,2014-12-10,1540,Control,2014-12-10,1540,2100,Freezing (30°F-39°F),4153 E Hector Dr,East,W to E,Ditch,Light,82,0,0,0,1,No,6,6.9,42,CI or DI, ,None,Native Soils,Water Main,Pipe Barrel, ,Circumferential,Yes,6,"Improper Bedding, Ground Movement", ,Repaired, ,No,Throttled down to 30 psi,82,0,0,0,No,Yes,2,No, ,y,{51DF99C4-9D85-4926-81F3-78AC193CC564}
106,107,wp9880,1965,2014-12-28,945,Customer,2014-12-29,800,930,Freezing (30°F-39°F),2003 S Sussex Dr,Central,Loop,Lawn,Light,78,1.91,80,1.93,2,Yes,6,0,48,Cast Iron,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel,Both,Circumferential,No,0,Ground Movement, ,Repaired, ,Yes, ,82,1.95,82,1.95, , , , , ,n,{97DFA456-CAD5-48DB-9835-C6204B781CEF}
107,108,wp30642,0,2014-12-28,920,Customer,2014-12-28,1200,1600,Freezing (30°F-39°F),2200 N Dunn St,Central,W to E,Lawn,Medium,50,1.58,0,0,1,Yes,2,0,36,Galvanized,Not Uncovered, ,Native Soils,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Object On/Under Pipe,Electric Pole,Replaced, , ,Turned main off,65,2.2,0,0, ,Yes,Vactor Truck,Yes,No,n,{C27D3851-0536-4FB3-B969-7F168B40E331}
108,109,q4516,0,2014-12-30,1100,Miller Pipe Line,2014-12-30,1145,1445,Freezing (30°F-39°F),Fess Ave Between E 3rd & Atwater,Central,Loop,Paved,Medium,64,1.8,0,0,3,Yes,6,0,48,Cast Iron,Not Uncovered,None,Native Soils,Service Lateral,Pipe Barrel,Outside,Corporation,No,0, ,"Bored through spider 4 - 1"""" Taps",Repaired, ,Yes, ,64,1.88,0,0, ,Yes,4 and 2, , ,n,{1F9C7925-CB19-46C8-9BFC-D6A6D144A147}
109,110,s4316,1951,2014-12-31,730, ,2014-12-31,900,1130,Below Freezing (<30°F),1030 S Mitchell,Central,N to S,Lawn,None,72,1.8,72,1.83,2, ,4,4.8,51,Cast Iron,Not Uncovered, ,Native Soils,Water Main,Pipe Barrel, ,Circumferential,No,0,"Improper Bedding, Ground Movement", ,Repaired, ,Yes, ,72,1.81,72,1.79,No,Yes,2,No, ,n,{A0A1FC3D-27C6-43A7-BADA-54D31719387E}
110,111,wp8992,1999,2015-01-05,1130,Bobby Jonson,2015-01-06,800,1500,Freezing (30°F-39°F),"N Bottom Rd, 3200' S of Blucher Poole",Central,S to N,Ditch,Light,165,1.41,0,0,1,Yes,12,0,72,Ductile Iron,Push-on/Slip,Gas,Gravel/Sand,Water Main,Joint, , ,No,0, ,Joint Blew Apart,Replaced, ,No, ,165,1.41,0,0,Yes, , , , ,n,{14E5CD38-17EA-4F31-A56B-D325F32F5830}
111,112,s44171,195,2015-01-10,1300,BPD,2015-01-11,800,1200,Freezing (30°F-39°F),1800 E 2nd, ,E to W,Paved,Medium,49,1,49,1,1,No,6,6.9,42,Cast Iron,Not Uncovered,"Gas, Sewer",Native Soils,Water Main,Pipe Barrel,Both,Circumferential,No,0,Temperature Changes, ,Repaired, ,Yes, ,49,0,49,0,No,Yes,4,Yes,No,n,{A571E116-450A-4B4E-B5C0-B3E365A33AC8}
112,113,r4427,1926,2015-01-15,800,Citizen,2015-01-15,1000,1200,Freezing (30°F-39°F),S Sheridan Dr & S Jordan Ave,Central,Loop,Paved,Medium,50,1.56,0,0,2,No,6,6.9,33,CI-lead joint,Push-on/Slip,Gas,Native Soils,Water Main,Pipe Barrel,Both,Circumferential,No,0,Ground Movement, ,Repaired, ,Yes, ,50,1.54,0,0,No,Yes,2,No,No,n,{4EC14EB8-9953-4E76-8D95-480310E7B3F4}
113,114,q357,1957,2015-01-15,900, ,2015-01-15,1130,1630,Freezing (30°F-39°F),5230 S Old 37,Central,N to S,Lawn,None,107,1.64,0,0,2, ,12,13.2,114,Cast Iron,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel, ,Circumferential,No,0,"Temperature Changes, Ground Movement", ,Repaired, ,No, ,110,1.65,0,0,No,Yes,2 and 4,Yes,No,n,{30677EA3-844F-4258-815F-E2F88EF7530A}
114,115,o4617,1960,2015-01-18,1441,Lara Little,2015-01-18,1500,2315,Below Freezing (<30°F),Adams and Vernal Pike,Central,Loop,Paved,Medium,0,0,52,0,2,No,16,17.4,56,Cast Iron,Not Uncovered,None,Native Soils,Transmission Line,Pipe Barrel, ,Circumferential,No,0,Ground Movement, ,Repaired, ,No,Reduced to 20 psi (hydrants/valves in notes),0,0,52,1.92,No,Yes,2 and 4,No,No,n,{7CDE4613-E60B-4F68-B1E9-11AF4A273F21}
115,116,s4534,1957,2015-01-19,1322,Customer,2015-01-19,1322,1430,Cold (40°F-55°F),2100 Block E 4th St,Central,W to E,Paved,Light,39,2.09,0,0,1,No,6,6.9,48,Cast Iron,Push-on/Slip,None,Native Soils,Water Main,Pipe Barrel, ,Circumferential,No,0,Ground Movement, ,Repaired, ,No,30 psi (all valves in notes),39,2.2,0,0,No,Yes,4,No, ,n,{6A518A2E-DEF1-4726-8089-D8D19A3657F0}
116,117,wp30706,1966,2015-01-23,1300,Customer,2015-01-26,800,1330,Freezing (30°F-39°F),1007 E Sheridan Dr,Central,N to S,Paved,Light,74,1.8,80,1.9,1,Yes,6,0,52,Cast Iron,Not Uncovered,"Storm, Gas",Native Soils,Water Main, ,Inside, ,No,0, ,Flange rusted off,Replaced, ,No,Shut down,80,1.87,80,1.9,Yes, , ,Yes,No,n,{D7BEC429-D9FC-4FFF-835C-21FC7CF1C6F7}
